Record_ID,District,Year,Water_Risk_Score,Economic_Risk_Score,Infrastructure_Risk_Score,Composite_Risk_Score,Risk_Category,Primary_Risk_Factor
DR_12400,Nanded,2024,9.51,10,6.68,9.14,Critical,Inflation Impact
DR_12401,Sangli,2021,7.87,8.31,3.94,7.26,High,Unemployment
DR_12402,Kolhapur,2020,9.84,10,3.22,8.58,Critical,Industrial Decline
DR_12403,Hingoli,2023,7.84,4.75,8.43,6.72,High,Aging Infrastructure
DR_12404,Gondia,2021,1.72,5.52,9.91,4.88,Medium,Aging Infrastructure
DR_12405,Ratnagiri,2023,6.93,1.78,8.23,5.13,High,Aging Infrastructure
DR_12406,Parbhani,2021,9.23,3.02,8.58,6.61,High,Flood Risk
DR_12407,Nandurbar,2020,2.24,6.72,4.84,4.55,Medium,Inflation Impact
DR_12408,Sindhudurg,2024,4.38,8.24,9.93,7.03,High,Aging Infrastructure
DR_12409,Bhandara,2021,6.69,6.06,2.83,5.67,High,Flood Risk
DR_12410,Wardha,2022,2.8,8.46,4.18,5.34,High,Unemployment
DR_12411,Palghar,2021,4.93,9.05,2.44,6.08,High,Industrial Decline
DR_12412,Palghar,2024,8.74,8.57,1.03,7.13,High,Drought Susceptibility
DR_12413,Beed,2023,3.85,8.87,4.43,5.98,High,Industrial Decline
DR_12414,Jalna,2022,8.26,5.62,5.46,6.65,High,Groundwater Depletion
DR_12415,Wardha,2023,8.43,10,3.4,8.05,Critical,Unemployment
DR_12416,Ahmednagar,2021,6.17,7.37,1.21,5.66,High,Inflation Impact
DR_12417,Parbhani,2022,8.43,4.76,9.5,7.18,High,Aging Infrastructure
DR_12418,Sangli,2020,2.41,3.76,8.04,4.07,Medium,Aging Infrastructure
DR_12419,Buldhana,2021,2.35,3.76,3.89,3.22,Medium,Aging Infrastructure
DR_12420,Hingoli,2023,8.37,10,4.76,8.3,Critical,Inflation Impact
DR_12421,Washim,2020,7.41,9.58,6.75,8.15,Critical,Unemployment
DR_12422,Jalna,2024,6.85,1.16,8.59,4.92,Medium,Aging Infrastructure
DR_12423,Yavatmal,2021,6.19,6.63,8.19,6.77,High,Aging Infrastructure
DR_12424,Satara,2023,8.9,8.06,5.86,7.96,Critical,Flood Risk
DR_12425,Ratnagiri,2021,7.18,8.98,5.87,7.64,Critical,Industrial Decline
DR_12426,Ahmednagar,2021,2.36,4.93,9.56,4.82,Medium,Aging Infrastructure
DR_12427,Gondia,2024,9.91,8.7,1.7,7.78,Critical,Groundwater Depletion
DR_12428,Bhandara,2024,6.04,3.66,9.12,5.7,High,Aging Infrastructure
DR_12429,Kolhapur,2024,6.7,9.74,3.29,7.24,High,Industrial Decline
DR_12430,Yavatmal,2020,4.72,9.98,9.28,7.74,Critical,Industrial Decline
DR_12431,Sangli,2020,6.6,1.15,6.35,4.37,Medium,Flood Risk
DR_12432,Pune,2021,7.84,7.0,7.42,7.42,High,Drought Susceptibility
DR_12433,Mumbai Suburban,2021,5.73,5.11,7.87,5.91,High,Aging Infrastructure
DR_12434,Ratnagiri,2022,1.18,6.68,9.27,5.0,Medium,Aging Infrastructure
DR_12435,Buldhana,2020,2.94,3.67,4.64,3.57,Medium,Aging Infrastructure
DR_12436,Wardha,2021,9.62,6.53,3.54,7.17,High,Drought Susceptibility
DR_12437,Yavatmal,2024,1.92,6.79,8.78,5.24,High,Aging Infrastructure
DR_12438,Latur,2020,3.52,1.11,5.09,2.87,Medium,Aging Infrastructure
DR_12439,Jalna,2023,4.47,8.49,4.02,5.99,High,Industrial Decline
DR_12440,Aurangabad,2024,1.1,4.64,1.34,2.56,Medium,Industrial Decline
DR_12441,Osmanabad,2022,7.62,5.33,2.69,5.72,High,Groundwater Depletion
DR_12442,Hingoli,2021,1.28,6.84,4.3,4.11,Medium,Unemployment
DR_12443,Mumbai City,2020,2.26,9.86,8.07,6.46,High,Unemployment
DR_12444,Raigad,2020,6.86,7.85,5.4,6.96,High,Unemployment
DR_12445,Latur,2023,9.46,6.47,8.91,8.15,Critical,Flood Risk
DR_12446,Nagpur,2021,4.5,4.71,1.05,3.89,Medium,Industrial Decline
DR_12447,Sangli,2024,5.53,8.52,2.12,6.04,High,Inflation Impact
DR_12448,Parbhani,2020,1.13,5.47,9.11,4.46,Medium,Aging Infrastructure
DR_12449,Akola,2020,7.59,3.22,8.57,6.04,High,Aging Infrastructure
DR_12450,Parbhani,2023,5.07,9.59,1.99,6.26,High,Industrial Decline
DR_12451,Chandrapur,2020,4.38,8.9,5.57,6.43,High,Unemployment
DR_12452,Sangli,2021,5.3,8.6,6.78,6.92,High,Inflation Impact
DR_12453,Buldhana,2021,1.76,5.34,7.21,4.28,Medium,Aging Infrastructure
DR_12454,Thane,2024,1.23,6.92,3.91,4.04,Medium,Inflation Impact
DR_12455,Palghar,2024,2.01,1.89,8.38,3.24,Medium,Aging Infrastructure
DR_12456,Solapur,2021,2.64,1.77,3.47,2.45,Low,Aging Infrastructure
DR_12457,Aurangabad,2023,6.08,1.67,7.74,4.65,Medium,Aging Infrastructure
DR_12458,Buldhana,2022,7.48,10,9.83,8.96,Critical,Unemployment
DR_12459,Wardha,2022,3.3,3.12,9.46,4.46,Medium,Aging Infrastructure
DR_12460,Nagpur,2021,3.6,9.36,8.06,6.8,High,Industrial Decline
DR_12461,Kolhapur,2023,9.39,10,4.94,8.75,Critical,Unemployment
DR_12462,Amravati,2021,7.81,6.36,2.74,6.21,High,Drought Susceptibility
DR_12463,Hingoli,2024,2.32,9.03,5.48,5.63,High,Inflation Impact
DR_12464,Nandurbar,2024,7.99,9.82,9.89,9.11,Critical,Aging Infrastructure
DR_12465,Sangli,2022,4.29,2.92,3.57,3.6,Medium,Drought Susceptibility
DR_12466,Dhule,2020,4.02,3.01,5.66,3.95,Medium,Aging Infrastructure
DR_12467,Akola,2021,8.3,7.04,1.69,6.48,High,Groundwater Depletion
DR_12468,Latur,2022,8.04,4.98,8.29,6.86,High,Aging Infrastructure
DR_12469,Thane,2024,1.85,4.59,6.22,3.82,Medium,Aging Infrastructure
DR_12470,Raigad,2022,1.53,3.82,2.17,2.58,Medium,Inflation Impact
DR_12471,Akola,2023,2.35,5.88,1.78,3.65,Medium,Unemployment
DR_12472,Thane,2021,5.09,3.31,5.97,4.56,Medium,Aging Infrastructure
DR_12473,Yavatmal,2020,4.97,2.24,1.87,3.26,Medium,Flood Risk
DR_12474,Chandrapur,2024,3.33,9.78,6.73,6.59,High,Unemployment
DR_12475,Wardha,2022,5.28,5.59,3.55,5.06,High,Inflation Impact
DR_12476,Mumbai Suburban,2021,3.3,9.0,8.72,6.66,High,Unemployment
DR_12477,Nashik,2020,5.97,7.07,7.06,6.63,High,Unemployment
DR_12478,Buldhana,2024,9.16,5.88,7.19,7.45,High,Drought Susceptibility
DR_12479,Jalna,2020,7.77,5.07,2.13,5.56,High,Groundwater Depletion
DR_12480,Gondia,2023,9.77,6.66,4.74,7.52,Critical,Flood Risk
DR_12481,Ahmednagar,2020,5.67,6.51,7.1,6.3,High,Aging Infrastructure
DR_12482,Gadchiroli,2023,3.5,8.31,9.23,6.57,High,Aging Infrastructure
DR_12483,Pune,2023,5.44,4.96,9.36,6.03,High,Aging Infrastructure
DR_12484,Gondia,2023,7.58,4.81,1.13,5.18,High,Flood Risk
DR_12485,Ratnagiri,2021,2.26,6.54,8.65,5.25,High,Aging Infrastructure
DR_12486,Osmanabad,2023,1.19,6.79,5.34,4.26,Medium,Inflation Impact
DR_12487,Latur,2021,4.28,5.41,3.41,4.56,Medium,Unemployment
DR_12488,Mumbai Suburban,2021,4.35,1.89,9.91,4.48,Medium,Aging Infrastructure
DR_12489,Kolhapur,2024,2.13,7.48,3.28,4.5,Medium,Inflation Impact
DR_12490,Latur,2024,6.23,8.97,8.06,7.7,Critical,Inflation Impact
DR_12491,Nashik,2021,6.96,1.16,5.55,4.36,Medium,Groundwater Depletion
DR_12492,Chandrapur,2022,3.67,3.95,7.52,4.55,Medium,Aging Infrastructure
DR_12493,Sangli,2022,8.1,9.54,4.61,7.97,Critical,Industrial Decline
DR_12494,Yavatmal,2020,3.76,7.23,6.01,5.6,High,Unemployment
DR_12495,Pune,2021,6.57,7.43,6.41,6.88,High,Unemployment
DR_12496,Mumbai Suburban,2021,1.53,5.33,7.26,4.2,Medium,Aging Infrastructure
DR_12497,Pune,2022,6.52,4.54,9.69,6.36,High,Aging Infrastructure
DR_12498,Hingoli,2022,4.96,7.56,9.05,6.82,High,Aging Infrastructure
DR_12499,Thane,2021,6.81,4.88,4.36,5.55,High,Groundwater Depletion
DR_12500,Chandrapur,2023,4.92,2.44,4.15,3.77,Medium,Groundwater Depletion
DR_12501,Gadchiroli,2022,8.86,9.28,6.88,8.63,Critical,Unemployment
DR_12502,Mumbai Suburban,2020,7.87,7.75,1.41,6.53,High,Drought Susceptibility
DR_12503,Jalna,2020,8.89,7.06,8.76,8.13,Critical,Groundwater Depletion
DR_12504,Mumbai City,2023,8.7,9.81,6.52,8.71,Critical,Unemployment
DR_12505,Wardha,2021,3.19,1.95,8.81,3.82,Medium,Aging Infrastructure
DR_12506,Ahmednagar,2022,4.21,7.3,4.29,5.46,High,Inflation Impact
DR_12507,Aurangabad,2020,7.73,8.9,9.77,8.61,Critical,Aging Infrastructure
DR_12508,Kolhapur,2020,2.79,2.39,1.15,2.3,Low,Groundwater Depletion
DR_12509,Osmanabad,2022,4.15,5.54,4.97,4.87,Medium,Industrial Decline
DR_12510,Washim,2020,7.3,9.82,8.58,8.56,Critical,Inflation Impact
DR_12511,Akola,2020,3.43,3.05,1.45,2.88,Medium,Groundwater Depletion
DR_12512,Sindhudurg,2024,2.96,9.54,8.01,6.6,High,Unemployment
DR_12513,Aurangabad,2022,7.17,8.28,7.48,7.68,Critical,Inflation Impact
DR_12514,Latur,2023,6.69,9.55,4.78,7.45,High,Industrial Decline
DR_12515,Pune,2021,3.51,5.88,9.8,5.71,High,Aging Infrastructure
DR_12516,Nashik,2023,6.02,2.69,7.72,5.03,High,Aging Infrastructure
DR_12517,Jalna,2021,1.42,6.49,3.32,3.83,Medium,Industrial Decline
DR_12518,Solapur,2021,6.83,1.41,4.9,4.28,Medium,Groundwater Depletion
DR_12519,Solapur,2020,1.13,9.45,6.42,5.52,High,Unemployment
DR_12520,Gondia,2022,7.81,10,4.63,8.05,Critical,Unemployment
DR_12521,Satara,2022,6.87,8.07,2.97,6.57,High,Inflation Impact
DR_12522,Nagpur,2024,5.28,4.72,4.61,4.92,Medium,Flood Risk
DR_12523,Gadchiroli,2024,8.89,6.04,7.41,7.45,High,Drought Susceptibility
DR_12524,Nagpur,2024,6.48,5.72,5.0,5.88,High,Groundwater Depletion
DR_12525,Beed,2023,6.42,5.57,9.48,6.69,High,Aging Infrastructure
DR_12526,Sindhudurg,2020,4.91,4.67,9.63,5.76,High,Aging Infrastructure
DR_12527,Gadchiroli,2024,7.09,7.48,8.64,7.56,Critical,Aging Infrastructure
DR_12528,Satara,2022,5.87,6.9,6.97,6.5,High,Aging Infrastructure
DR_12529,Sindhudurg,2023,5.97,7.04,5.56,6.32,High,Inflation Impact
DR_12530,Dhule,2024,7.49,10,5.51,8.1,Critical,Industrial Decline
DR_12531,Akola,2020,9.95,8.03,7.32,8.66,Critical,Groundwater Depletion
DR_12532,Nagpur,2023,4.67,4.76,7.04,5.18,High,Aging Infrastructure
DR_12533,Satara,2023,1.13,7.13,1.46,3.59,Medium,Industrial Decline
DR_12534,Latur,2023,7.48,1.87,1.2,3.98,Medium,Flood Risk
DR_12535,Hingoli,2021,5.3,7.38,4.96,6.06,High,Industrial Decline
DR_12536,Hingoli,2024,8.5,8.99,6.65,8.33,Critical,Industrial Decline
DR_12537,Beed,2020,5.8,9.25,6.17,7.26,High,Unemployment
DR_12538,Kolhapur,2022,8.17,1.65,4.49,4.83,Medium,Drought Susceptibility
DR_12539,Washim,2023,7.22,4.44,9.61,6.59,High,Aging Infrastructure
DR_12540,Gadchiroli,2022,6.63,2.5,8.58,5.37,High,Aging Infrastructure
DR_12541,Parbhani,2022,3.1,8.84,1.05,4.99,Medium,Inflation Impact
DR_12542,Parbhani,2022,6.95,8.15,7.6,7.56,Critical,Industrial Decline
DR_12543,Yavatmal,2022,3.07,5.31,9.59,5.27,High,Aging Infrastructure
DR_12544,Dhule,2023,8.78,6.59,2.97,6.74,High,Groundwater Depletion
DR_12545,Jalna,2021,6.32,4.63,9.42,6.26,High,Aging Infrastructure
DR_12546,Solapur,2020,4.4,2.58,7.3,4.25,Medium,Aging Infrastructure
DR_12547,Aurangabad,2021,7.24,2.88,5.65,5.18,High,Groundwater Depletion
DR_12548,Beed,2020,6.5,6.18,8.99,6.87,High,Aging Infrastructure
DR_12549,Nashik,2022,4.66,4.46,6.65,4.98,Medium,Aging Infrastructure
DR_12550,Sindhudurg,2024,6.48,8.1,4.47,6.73,High,Inflation Impact
DR_12551,Palghar,2023,1.68,1.07,2.34,1.56,Low,Aging Infrastructure
DR_12552,Jalna,2024,6.34,4.66,6.08,5.62,High,Drought Susceptibility
DR_12553,Chandrapur,2023,3.47,2.54,5.38,3.48,Medium,Aging Infrastructure
DR_12554,Parbhani,2021,8.13,9.55,9.7,9.01,Critical,Aging Infrastructure
DR_12555,Satara,2020,9.74,4.76,5.28,6.86,High,Groundwater Depletion
DR_12556,Raigad,2022,2.43,5.63,4.78,4.18,Medium,Inflation Impact
DR_12557,Jalgaon,2023,6.0,3.56,7.07,5.24,High,Aging Infrastructure
DR_12558,Dhule,2021,4.1,5.34,4.02,4.58,Medium,Industrial Decline
DR_12559,Thane,2020,9.32,3.33,6.8,6.42,High,Groundwater Depletion
DR_12560,Sangli,2021,8.48,10,2.67,7.93,Critical,Unemployment
DR_12561,Beed,2021,6.56,7.04,9.01,7.24,High,Aging Infrastructure
DR_12562,Palghar,2021,1.2,4.51,8.56,4.0,Medium,Aging Infrastructure
DR_12563,Gadchiroli,2021,2.25,8.5,6.6,5.62,High,Unemployment
DR_12564,Palghar,2021,5.04,8.65,3.55,6.19,High,Unemployment
DR_12565,Amravati,2023,8.33,3.34,6.0,5.87,High,Flood Risk
DR_12566,Yavatmal,2022,5.19,4.5,5.36,4.95,Medium,Aging Infrastructure
DR_12567,Satara,2024,7.9,9.59,9.38,8.87,Critical,Inflation Impact
DR_12568,Mumbai Suburban,2022,5.78,6.96,1.91,5.48,High,Inflation Impact
DR_12569,Ahmednagar,2021,1.44,4.53,2.84,2.95,Medium,Inflation Impact
DR_12570,Hingoli,2020,6.17,8.83,2.17,6.44,High,Unemployment
DR_12571,Pune,2024,5.18,2.73,8.27,4.82,Medium,Aging Infrastructure
DR_12572,Dhule,2024,6.33,7.45,7.97,7.1,High,Aging Infrastructure
DR_12573,Yavatmal,2024,9.26,7.01,7.45,8.0,Critical,Flood Risk
DR_12574,Satara,2022,6.85,3.7,8.1,5.84,High,Aging Infrastructure
DR_12575,Thane,2021,8.43,1.65,7.37,5.51,High,Drought Susceptibility
DR_12576,Parbhani,2021,5.65,5.53,3.21,5.12,High,Groundwater Depletion
DR_12577,Amravati,2023,2.57,5.77,3.87,4.11,Medium,Industrial Decline
DR_12578,Osmanabad,2021,7.1,5.07,8.05,6.48,High,Aging Infrastructure
DR_12579,Beed,2020,7.68,3.51,5.19,5.51,High,Drought Susceptibility
DR_12580,Nagpur,2022,9.19,7.9,5.0,7.84,Critical,Drought Susceptibility
DR_12581,Nashik,2022,6.07,1.85,8.91,4.95,Medium,Aging Infrastructure
DR_12582,Bhandara,2024,8.76,10,7.87,9.08,Critical,Unemployment
DR_12583,Satara,2021,9.22,9.92,1.59,7.97,Critical,Inflation Impact
DR_12584,Beed,2020,3.23,8.56,9.05,6.52,High,Aging Infrastructure
DR_12585,Sangli,2022,6.64,3.49,1.98,4.45,Medium,Drought Susceptibility
DR_12586,Latur,2022,1.12,6.39,9.94,4.99,Medium,Aging Infrastructure
DR_12587,Mumbai City,2021,7.74,2.72,1.41,4.47,Medium,Drought Susceptibility
DR_12588,Solapur,2024,7.78,6.32,5.84,6.81,High,Flood Risk
DR_12589,Amravati,2024,3.37,4.38,3.55,3.81,Medium,Industrial Decline
DR_12590,Sangli,2024,3.11,9.41,2.58,5.52,High,Industrial Decline
DR_12591,Satara,2023,2.44,4.54,4.64,3.72,Medium,Aging Infrastructure
DR_12592,Dhule,2020,6.09,7.0,7.55,6.75,High,Aging Infrastructure
DR_12593,Aurangabad,2023,7.55,7.15,7.6,7.4,High,Aging Infrastructure
DR_12594,Solapur,2022,9.11,9.42,3.07,8.03,Critical,Unemployment
DR_12595,Raigad,2020,2.57,9.21,3.58,5.43,High,Unemployment
DR_12596,Sangli,2024,9.26,8.41,9.41,8.95,Critical,Aging Infrastructure
DR_12597,Mumbai Suburban,2023,8.71,8.82,6.55,8.32,Critical,Inflation Impact
DR_12598,Palghar,2021,2.21,7.86,8.6,5.75,High,Aging Infrastructure
DR_12599,Nanded,2021,9.41,7.95,4.41,7.83,Critical,Flood Risk
DR_12600,Latur,2020,3.62,1.16,2.02,2.32,Low,Drought Susceptibility
DR_12601,Wardha,2022,7.31,7.19,9.91,7.78,Critical,Aging Infrastructure
DR_12602,Raigad,2023,4.2,1.61,5.29,3.38,Medium,Aging Infrastructure
DR_12603,Nanded,2021,6.97,5.89,6.17,6.37,High,Flood Risk
DR_12604,Chandrapur,2020,8.77,10,3.83,8.27,Critical,Industrial Decline
DR_12605,Solapur,2024,2.85,2.96,7.1,3.74,Medium,Aging Infrastructure
DR_12606,Pune,2023,7.09,2.14,2.83,4.26,Medium,Groundwater Depletion
DR_12607,Raigad,2021,2.23,5.32,8.35,4.69,Medium,Aging Infrastructure
DR_12608,Ahmednagar,2021,5.58,4.92,8.95,5.99,High,Aging Infrastructure
DR_12609,Thane,2022,8.37,7.45,7.72,7.87,Critical,Drought Susceptibility
DR_12610,Kolhapur,2022,9.43,10,5.5,8.87,Critical,Industrial Decline
DR_12611,Solapur,2021,3.04,4.57,2.66,3.58,Medium,Inflation Impact
DR_12612,Sindhudurg,2020,2.6,4.36,4.8,3.74,Medium,Aging Infrastructure
DR_12613,Jalgaon,2022,9.71,9.19,7.48,9.06,Critical,Flood Risk
DR_12614,Solapur,2024,9.5,10,6.49,9.1,Critical,Unemployment
DR_12615,Palghar,2024,8.71,10,2.16,7.92,Critical,Industrial Decline
DR_12616,Bhandara,2023,2.67,6.46,2.18,4.09,Medium,Industrial Decline
DR_12617,Mumbai Suburban,2022,5.84,2.51,5.56,4.45,Medium,Groundwater Depletion
DR_12618,Parbhani,2021,1.59,5.12,8.68,4.42,Medium,Aging Infrastructure
DR_12619,Washim,2022,2.68,3.76,9.03,4.38,Medium,Aging Infrastructure
DR_12620,Mumbai Suburban,2024,8.36,6.11,4.98,6.79,High,Flood Risk
DR_12621,Palghar,2023,1.07,6.71,2.81,3.67,Medium,Industrial Decline
DR_12622,Kolhapur,2024,9.63,9.91,5.87,8.99,Critical,Unemployment
DR_12623,Mumbai City,2022,4.07,2.66,6.13,3.92,Medium,Aging Infrastructure
DR_12624,Gadchiroli,2024,2.29,6.42,2.67,4.02,Medium,Inflation Impact
DR_12625,Pune,2024,5.58,4.52,7.01,5.44,High,Aging Infrastructure
DR_12626,Chandrapur,2020,2.76,1.19,7.12,3.01,Medium,Aging Infrastructure
DR_12627,Satara,2023,8.32,7.17,2.24,6.65,High,Drought Susceptibility
DR_12628,Jalgaon,2020,4.02,6.89,9.2,6.2,High,Aging Infrastructure
DR_12629,Thane,2023,9.92,10,8.25,9.62,Critical,Inflation Impact
DR_12630,Parbhani,2023,2.71,5.75,8.49,5.08,High,Aging Infrastructure
DR_12631,Buldhana,2022,9.99,6.85,5.28,7.79,Critical,Flood Risk
DR_12632,Parbhani,2022,1.36,6.44,8.24,4.77,Medium,Aging Infrastructure
DR_12633,Beed,2020,4.71,7.57,4.91,5.89,High,Unemployment
DR_12634,Nagpur,2020,8.17,3.16,5.32,5.6,High,Flood Risk
DR_12635,Gadchiroli,2022,4.62,4.94,2.59,4.34,Medium,Inflation Impact
DR_12636,Nanded,2022,8.82,7.75,4.6,7.55,Critical,Flood Risk
DR_12637,Nandurbar,2023,8.7,3.52,8.45,6.58,High,Groundwater Depletion
DR_12638,Akola,2023,6.65,4.61,4.29,5.36,High,Flood Risk
DR_12639,Washim,2020,6.9,7.47,9.53,7.65,Critical,Aging Infrastructure
DR_12640,Beed,2021,4.29,1.88,6.33,3.73,Medium,Aging Infrastructure
DR_12641,Ratnagiri,2024,4.67,1.84,1.3,2.86,Medium,Flood Risk
DR_12642,Nashik,2021,8.48,10,9.58,9.31,Critical,Inflation Impact
DR_12643,Ahmednagar,2020,8.37,4.53,6.51,6.47,High,Groundwater Depletion
DR_12644,Akola,2024,9.92,8.24,4.68,8.2,Critical,Flood Risk
DR_12645,Beed,2020,2.7,2.42,4.92,3.03,Medium,Aging Infrastructure
DR_12646,Beed,2021,3.06,3.14,8.7,4.22,Medium,Aging Infrastructure
DR_12647,Dhule,2020,1.39,4.53,1.38,2.65,Medium,Industrial Decline
DR_12648,Thane,2022,9.55,7.05,6.29,7.9,Critical,Drought Susceptibility
DR_12649,Yavatmal,2023,1.14,2.26,3.98,2.16,Low,Aging Infrastructure
DR_12650,Ahmednagar,2020,7.29,8.37,1.69,6.6,High,Inflation Impact
DR_12651,Kolhapur,2022,9.62,4.39,8.76,7.36,High,Drought Susceptibility
DR_12652,Jalna,2024,7.11,8.45,2.45,6.71,High,Unemployment
DR_12653,Chandrapur,2021,7.39,10,8.98,8.75,Critical,Industrial Decline
DR_12654,Akola,2024,5.01,1.11,1.38,2.72,Medium,Flood Risk
DR_12655,Nagpur,2020,3.81,3.88,6.5,4.38,Medium,Aging Infrastructure
DR_12656,Ratnagiri,2023,9.73,10,9.0,9.69,Critical,Inflation Impact
DR_12657,Yavatmal,2020,7.63,8.58,9.51,8.39,Critical,Aging Infrastructure
DR_12658,Mumbai City,2021,7.19,9.42,9.03,8.45,Critical,Inflation Impact
DR_12659,Dhule,2023,7.98,6.9,5.52,7.06,High,Drought Susceptibility
DR_12660,Parbhani,2021,9.07,6.18,3.23,6.75,High,Groundwater Depletion
DR_12661,Washim,2022,8.06,3.22,8.18,6.15,High,Aging Infrastructure
DR_12662,Ahmednagar,2023,5.73,5.08,7.14,5.76,High,Aging Infrastructure
DR_12663,Wardha,2022,6.77,2.42,4.94,4.67,Medium,Drought Susceptibility
DR_12664,Raigad,2024,1.28,1.17,5.84,2.15,Low,Aging Infrastructure
DR_12665,Sindhudurg,2022,3.7,6.69,1.99,4.56,Medium,Unemployment
DR_12666,Dhule,2020,1.64,7.83,2.35,4.26,Medium,Industrial Decline
DR_12667,Nanded,2024,7.25,10,7.81,8.46,Critical,Unemployment
DR_12668,Wardha,2023,7.25,7.6,9.08,7.76,Critical,Aging Infrastructure
DR_12669,Washim,2020,6.62,6.4,4.43,6.09,High,Groundwater Depletion
DR_12670,Jalgaon,2020,7.43,3.07,7.39,5.68,High,Drought Susceptibility
DR_12671,Pune,2023,8.1,8.92,1.76,7.16,High,Unemployment
DR_12672,Jalgaon,2020,3.06,2.71,4.44,3.2,Medium,Aging Infrastructure
DR_12673,Nagpur,2022,3.72,9.31,8.77,6.96,High,Industrial Decline
DR_12674,Latur,2024,9.03,5.88,8.38,7.64,Critical,Drought Susceptibility
DR_12675,Wardha,2024,6.36,6.53,2.57,5.67,High,Industrial Decline
DR_12676,Akola,2021,1.68,3.11,2.03,2.32,Low,Unemployment
DR_12677,Dhule,2021,9.64,7.46,3.7,7.58,Critical,Groundwater Depletion
DR_12678,Akola,2023,4.86,8.82,2.01,5.88,High,Industrial Decline
DR_12679,Parbhani,2021,7.52,8.0,3.92,6.99,High,Unemployment
DR_12680,Thane,2023,2.13,2.71,9.23,3.78,Medium,Aging Infrastructure
DR_12681,Washim,2023,2.2,5.64,1.26,3.39,Medium,Inflation Impact
DR_12682,Akola,2021,2.76,3.02,1.7,2.65,Medium,Unemployment
DR_12683,Yavatmal,2021,6.25,8.97,5.45,7.18,High,Inflation Impact
DR_12684,Nanded,2022,5.02,5.02,8.21,5.65,High,Aging Infrastructure
DR_12685,Jalgaon,2023,8.12,7.25,2.21,6.59,High,Drought Susceptibility
DR_12686,Jalna,2022,2.91,5.06,5.95,4.38,Medium,Aging Infrastructure
DR_12687,Ahmednagar,2022,6.97,4.24,7.33,5.95,High,Aging Infrastructure
DR_12688,Jalna,2020,9.98,6.24,9.01,8.29,Critical,Groundwater Depletion
DR_12689,Washim,2021,3.97,2.12,9.15,4.27,Medium,Aging Infrastructure
DR_12690,Sangli,2021,1.24,2.72,8.14,3.21,Medium,Aging Infrastructure
DR_12691,Nagpur,2021,9.33,4.52,8.33,7.21,High,Drought Susceptibility
DR_12692,Parbhani,2020,6.93,1.6,9.23,5.26,High,Aging Infrastructure
DR_12693,Palghar,2023,8.22,9.06,4.42,7.8,Critical,Inflation Impact
DR_12694,Satara,2020,8.22,9.5,2.46,7.58,Critical,Inflation Impact
DR_12695,Bhandara,2022,2.07,4.76,6.89,4.11,Medium,Aging Infrastructure
DR_12696,Sindhudurg,2022,8.57,10,5.65,8.56,Critical,Unemployment
DR_12697,Jalgaon,2021,3.76,4.29,6.39,4.5,Medium,Aging Infrastructure
DR_12698,Thane,2024,7.58,4.13,3.7,5.43,High,Flood Risk
DR_12699,Jalna,2023,4.65,6.67,9.49,6.43,High,Aging Infrastructure
DR_12700,Nanded,2024,7.73,3.02,3.69,5.04,High,Drought Susceptibility
DR_12701,Washim,2023,5.92,6.02,5.43,5.86,High,Unemployment
DR_12702,Yavatmal,2021,4.43,9.69,7.87,7.22,High,Unemployment
DR_12703,Gadchiroli,2023,9.18,9.88,2.06,8.04,Critical,Unemployment
DR_12704,Nashik,2020,3.28,7.58,1.6,4.66,Medium,Unemployment
DR_12705,Wardha,2020,7.48,5.88,9.66,7.28,High,Aging Infrastructure
DR_12706,Ahmednagar,2020,3.87,9.99,7.6,7.06,High,Industrial Decline
DR_12707,Akola,2021,5.47,6.63,9.07,6.65,High,Aging Infrastructure
DR_12708,Wardha,2022,6.97,8.3,1.23,6.35,High,Unemployment
DR_12709,Hingoli,2021,3.06,2.66,3.17,2.92,Medium,Aging Infrastructure
DR_12710,Gadchiroli,2023,5.44,9.21,5.24,6.91,High,Inflation Impact
DR_12711,Raigad,2020,4.53,3.34,5.1,4.17,Medium,Aging Infrastructure
DR_12712,Hingoli,2021,3.04,6.04,9.17,5.47,High,Aging Infrastructure
DR_12713,Sangli,2021,4.7,7.69,8.34,6.63,High,Aging Infrastructure
DR_12714,Aurangabad,2020,2.3,4.0,6.45,3.81,Medium,Aging Infrastructure
DR_12715,Yavatmal,2024,3.23,8.55,7.9,6.29,High,Industrial Decline
DR_12716,Gondia,2023,2.92,5.4,6.51,4.63,Medium,Aging Infrastructure
DR_12717,Nashik,2023,4.51,8.14,1.38,5.34,High,Industrial Decline
DR_12718,Thane,2024,3.29,9.32,1.52,5.35,High,Unemployment
DR_12719,Sindhudurg,2024,3.8,6.98,3.02,4.92,Medium,Unemployment
DR_12720,Nandurbar,2023,8.5,10,6.97,8.8,Critical,Inflation Impact
DR_12721,Nandurbar,2021,4.42,6.15,4.87,5.2,High,Inflation Impact
DR_12722,Nashik,2022,2.05,4.81,3.56,3.46,Medium,Unemployment
DR_12723,Beed,2024,3.85,8.05,6.95,6.15,High,Unemployment
DR_12724,Raigad,2020,8.35,4.03,7.54,6.46,High,Flood Risk
DR_12725,Beed,2021,4.58,9.32,2.8,6.12,High,Inflation Impact
DR_12726,Kolhapur,2020,3.33,7.22,9.33,6.09,High,Aging Infrastructure
DR_12727,Akola,2024,2.23,1.24,4.18,2.22,Low,Aging Infrastructure
