Migrant_ID,Current_City,Origin_State,Origin_City,Age,Gender,Occupation,Migration_Reason,Migration_Date,Status
MIG02943,Jalgaon,Odisha,Bhubaneswar,19,Male,Small Vendor,Displacement,2023-06-21,Active
MIG02944,Bhiwandi,Karnataka,Bengaluru,39,Other,Small Vendor,Family Move,2021-06-30,Active
MIG02945,Wardha,Gujarat,Surat,31,Female,Security Guard,Education,2021-07-07,Active
MIG02946,Bhiwandi,Andhra Pradesh,Visakhapatnam,25,Female,Driver,Education,2025-07-29,Active
MIG02947,Nanded,Gujarat,Ahmedabad,18,Other,Agricultural Laborer,Family Move,2025-07-12,Active
MIG02948,Pune,Uttar Pradesh,Kanpur,25,Other,Security Guard,Displacement,2023-02-04,Active
MIG02949,Malegaon,Odisha,Bhubaneswar,45,Female,Small Vendor,Marriage,2024-08-24,Active
MIG02950,Nandurbar,Odisha,Cuttack,55,Other,Driver,Employment,2025-07-16,Active
MIG02951,Amravati,Telangana,Warangal,37,Male,Security Guard,Marriage,2023-07-22,Active
MIG02952,Solapur,Telangana,Warangal,36,Other,Driver,Marriage,2022-07-31,Active
MIG02953,Bhiwandi,Uttar Pradesh,Lucknow,53,Female,Small Vendor,Displacement,2021-09-04,Active
MIG02954,Ichalkaranji,Andhra Pradesh,Vijayawada,60,Female,Security Guard,Employment,2024-08-21,Active
MIG02955,Amravati,Gujarat,Surat,27,Male,Construction Worker,Family Move,2021-09-11,Active
MIG02956,Ahmednagar,Rajasthan,Jodhpur,49,Other,Security Guard,Family Move,2021-11-06,Active
MIG02957,Satara,West Bengal,Howrah,36,Other,Construction Worker,Employment,2022-05-07,Active
MIG02958,Kolhapur,Madhya Pradesh,Indore,34,Other,Construction Worker,Displacement,2022-06-09,Active
MIG02959,Nandurbar,Uttar Pradesh,Varanasi,41,Female,Small Vendor,Marriage,2022-01-19,Active
MIG02960,Mumbai,Rajasthan,Udaipur,31,Other,Security Guard,Marriage,2022-08-27,Active
MIG02961,Mumbai,Uttar Pradesh,Kanpur,53,Male,Security Guard,Education,2024-11-18,Active
MIG02962,Bhiwandi,Uttar Pradesh,Kanpur,39,Other,Construction Worker,Marriage,2023-04-03,Active
MIG02963,Osmanabad,Odisha,Cuttack,26,Female,Construction Worker,Family Move,2021-10-16,Active
MIG02964,Osmanabad,Karnataka,Hubballi,45,Female,Daily Wage Laborer,Family Move,2021-09-28,Active
MIG02965,Pune,Odisha,Bhubaneswar,45,Other,Domestic Help,Family Move,2024-01-22,Active
MIG02966,Osmanabad,Telangana,Warangal,33,Other,Driver,Marriage,2025-08-30,Active
MIG02967,Mira-Bhayandar,Gujarat,Vadodara,46,Male,Domestic Help,Displacement,2022-02-26,Active
MIG02968,Panvel,Karnataka,Bengaluru,21,Male,Driver,Displacement,2023-11-12,Active
MIG02969,Chandrapur,Uttar Pradesh,Varanasi,22,Female,Small Vendor,Displacement,2021-06-16,Active
MIG02970,Wardha,Chhattisgarh,Raipur,35,Female,Agricultural Laborer,Family Move,2024-06-04,Active
MIG02971,Sindhudurg,Odisha,Cuttack,56,Other,Domestic Help,Family Move,2023-07-30,Active
MIG02972,Dhule,Uttar Pradesh,Kanpur,25,Other,Driver,Family Move,2023-09-28,Active
MIG02973,Ahmednagar,Madhya Pradesh,Bhopal,51,Male,Agricultural Laborer,Employment,2023-05-02,Active
MIG02974,Kalyan-Dombivli,West Bengal,Durgapur,29,Male,Factory Worker,Employment,2022-11-27,Active
MIG02975,Dhule,Bihar,Muzaffarpur,52,Other,Factory Worker,Displacement,2024-11-14,Active
MIG02976,Ahmednagar,Gujarat,Ahmedabad,60,Other,Driver,Family Move,2025-05-22,Active
MIG02977,Amravati,Telangana,Warangal,35,Female,Small Vendor,Displacement,2022-10-08,Active
MIG02978,Dhule,Gujarat,Vadodara,31,Male,Security Guard,Employment,2022-04-12,Active
MIG02979,Nanded,Madhya Pradesh,Bhopal,18,Male,Security Guard,Education,2021-11-08,Active
MIG02980,Parbhani,Rajasthan,Jaipur,36,Male,Security Guard,Employment,2023-10-25,Active
MIG02981,Ichalkaranji,Karnataka,Mysuru,52,Other,Small Vendor,Displacement,2022-03-30,Active
MIG02982,Bhusawal,Madhya Pradesh,Indore,57,Male,Driver,Employment,2021-03-14,Active
MIG02983,Ambarnath,Telangana,Hyderabad,22,Other,Construction Worker,Employment,2024-08-07,Active
MIG02984,Wardha,Gujarat,Ahmedabad,40,Male,Security Guard,Education,2022-09-04,Active
MIG02985,Bhiwandi,Gujarat,Vadodara,52,Female,Construction Worker,Marriage,2023-03-02,Active
MIG02986,Hingoli,Telangana,Hyderabad,35,Male,Construction Worker,Education,2022-05-17,Active
MIG02987,Nanded,West Bengal,Durgapur,46,Other,Factory Worker,Family Move,2025-05-20,Active
MIG02988,Sangli,Karnataka,Mysuru,20,Male,Driver,Displacement,2024-10-21,Active
MIG02989,Bhiwandi,Andhra Pradesh,Visakhapatnam,24,Other,Agricultural Laborer,Displacement,2022-07-22,Active
MIG02990,Bhusawal,Andhra Pradesh,Vijayawada,41,Other,Security Guard,Employment,2025-06-07,Active
MIG02991,Panvel,Andhra Pradesh,Visakhapatnam,26,Male,Small Vendor,Family Move,2024-08-29,Active
MIG02992,Palghar,Uttar Pradesh,Varanasi,46,Male,Domestic Help,Education,2022-03-27,Active
MIG02993,Jalna,West Bengal,Kolkata,44,Male,Construction Worker,Education,2021-02-21,Active
MIG02994,Aurangabad,Karnataka,Bengaluru,18,Female,Daily Wage Laborer,Family Move,2021-03-09,Active
MIG02995,Malegaon,Odisha,Cuttack,25,Other,Security Guard,Family Move,2021-02-06,Active
MIG02996,Wardha,Andhra Pradesh,Visakhapatnam,51,Male,Construction Worker,Education,2025-04-25,Active
MIG02997,Gondia,Uttar Pradesh,Varanasi,19,Male,Driver,Displacement,2022-09-16,Active
MIG02998,Satara,Telangana,Warangal,36,Male,Factory Worker,Marriage,2025-12-01,Active
MIG02999,Aurangabad,Andhra Pradesh,Vijayawada,31,Male,Agricultural Laborer,Marriage,2021-12-30,Active
MIG03000,Ambarnath,Andhra Pradesh,Visakhapatnam,51,Female,Driver,Marriage,2022-04-14,Active
MIG03001,Washim,West Bengal,Howrah,50,Other,Agricultural Laborer,Displacement,2022-02-01,Active
MIG03002,Ulhasnagar,Uttar Pradesh,Varanasi,30,Other,Domestic Help,Employment,2021-04-21,Active
MIG03003,Wardha,Telangana,Hyderabad,34,Male,Domestic Help,Family Move,2025-10-09,Active
MIG03004,Hingoli,Madhya Pradesh,Indore,36,Male,Daily Wage Laborer,Family Move,2021-06-23,Active
MIG03005,Washim,Telangana,Hyderabad,25,Male,Driver,Employment,2021-01-16,Active
MIG03006,Malegaon,Bihar,Muzaffarpur,43,Female,Domestic Help,Education,2025-05-17,Active
MIG03007,Chandrapur,Madhya Pradesh,Jabalpur,44,Other,Daily Wage Laborer,Family Move,2024-02-29,Active
MIG03008,Nandurbar,Chhattisgarh,Bhilai,44,Other,Security Guard,Family Move,2023-11-30,Active
MIG03009,Nashik,Madhya Pradesh,Bhopal,55,Male,Security Guard,Employment,2025-12-29,Active
MIG03010,Dhule,Chhattisgarh,Bhilai,41,Male,Daily Wage Laborer,Education,2024-07-14,Active
MIG03011,Sindhudurg,Andhra Pradesh,Visakhapatnam,49,Female,Factory Worker,Marriage,2023-10-13,Active
MIG03012,Chandrapur,Karnataka,Hubballi,20,Female,Security Guard,Education,2021-12-20,Active
MIG03013,Palghar,Chhattisgarh,Bhilai,19,Male,Daily Wage Laborer,Employment,2021-09-13,Active
MIG03014,Mumbai,Rajasthan,Jodhpur,30,Male,Small Vendor,Displacement,2024-09-03,Active
MIG03015,Nandurbar,Gujarat,Surat,51,Female,Driver,Displacement,2024-10-30,Active
MIG03016,Kalyan-Dombivli,Madhya Pradesh,Jabalpur,37,Other,Factory Worker,Marriage,2021-12-08,Active
MIG03017,Mumbai,Chhattisgarh,Bhilai,42,Female,Driver,Employment,2025-01-12,Active
MIG03018,Palghar,Rajasthan,Jodhpur,45,Female,Driver,Education,2024-02-20,Active
MIG03019,Kolhapur,Uttar Pradesh,Kanpur,19,Female,Domestic Help,Family Move,2022-04-09,Active
MIG03020,Navi Mumbai,Bihar,Muzaffarpur,52,Other,Agricultural Laborer,Marriage,2023-04-24,Active
MIG03021,Osmanabad,Gujarat,Vadodara,35,Female,Small Vendor,Family Move,2023-11-01,Active
MIG03022,Jalna,Bihar,Muzaffarpur,50,Male,Construction Worker,Education,2022-07-09,Active
MIG03023,Washim,Odisha,Cuttack,24,Female,Construction Worker,Education,2023-03-10,Active
MIG03024,Bhusawal,Madhya Pradesh,Bhopal,57,Other,Construction Worker,Marriage,2023-04-03,Active
MIG03025,Beed,Telangana,Warangal,27,Female,Factory Worker,Displacement,2023-07-31,Active
MIG03026,Malegaon,Andhra Pradesh,Visakhapatnam,38,Female,Driver,Marriage,2024-05-18,Active
MIG03027,Ratnagiri,Rajasthan,Jodhpur,25,Female,Small Vendor,Education,2023-04-15,Active
MIG03028,Hingoli,Telangana,Hyderabad,36,Other,Driver,Family Move,2024-04-10,Active
MIG03029,Sangli,Madhya Pradesh,Bhopal,27,Other,Small Vendor,Family Move,2023-10-09,Active
MIG03030,Jalgaon,Rajasthan,Jodhpur,33,Male,Construction Worker,Marriage,2023-10-09,Active
MIG03031,Jalna,Andhra Pradesh,Vijayawada,56,Other,Factory Worker,Marriage,2024-11-18,Active
MIG03032,Kolhapur,Andhra Pradesh,Vijayawada,35,Female,Construction Worker,Education,2024-02-03,Active
MIG03033,Palghar,Odisha,Bhubaneswar,60,Other,Factory Worker,Education,2024-10-06,Active
MIG03034,Nashik,Bihar,Muzaffarpur,20,Male,Construction Worker,Marriage,2023-01-12,Active
MIG03035,Mumbai,Bihar,Gaya,58,Male,Domestic Help,Employment,2022-08-01,Active
MIG03036,Ambarnath,West Bengal,Howrah,37,Female,Driver,Displacement,2025-06-04,Active
MIG03037,Bhandara,Madhya Pradesh,Indore,43,Other,Domestic Help,Family Move,2024-01-29,Active
MIG03038,Mumbai,Madhya Pradesh,Bhopal,52,Male,Factory Worker,Marriage,2022-02-25,Active
MIG03039,Malegaon,Uttar Pradesh,Kanpur,51,Female,Agricultural Laborer,Employment,2023-02-26,Active
MIG03040,Panvel,West Bengal,Kolkata,30,Other,Factory Worker,Marriage,2022-10-17,Active
MIG03041,Palghar,Madhya Pradesh,Bhopal,29,Male,Agricultural Laborer,Employment,2024-01-11,Active
MIG03042,Sangli,Odisha,Cuttack,50,Female,Domestic Help,Family Move,2021-12-28,Active
MIG03043,Gondia,Rajasthan,Jaipur,38,Female,Agricultural Laborer,Displacement,2023-08-15,Active
MIG03044,Parbhani,Chhattisgarh,Raipur,27,Male,Driver,Education,2024-07-30,Active
MIG03045,Ambarnath,Odisha,Cuttack,24,Male,Factory Worker,Family Move,2023-02-10,Active
MIG03046,Nanded,Rajasthan,Udaipur,24,Male,Daily Wage Laborer,Family Move,2022-02-04,Active
MIG03047,Palghar,West Bengal,Howrah,27,Other,Agricultural Laborer,Education,2021-04-21,Active
MIG03048,Wardha,Chhattisgarh,Bhilai,19,Male,Domestic Help,Displacement,2025-05-25,Active
MIG03049,Parbhani,Madhya Pradesh,Bhopal,44,Other,Construction Worker,Displacement,2024-10-31,Active
MIG03050,Panvel,Karnataka,Bengaluru,43,Male,Driver,Family Move,2021-03-12,Active
MIG03051,Ahmednagar,Madhya Pradesh,Jabalpur,52,Female,Small Vendor,Education,2024-09-03,Active
MIG03052,Ulhasnagar,Telangana,Hyderabad,55,Male,Construction Worker,Marriage,2021-11-16,Active
MIG03053,Bhiwandi,West Bengal,Durgapur,43,Male,Construction Worker,Family Move,2024-05-08,Active
MIG03054,Akola,Uttar Pradesh,Lucknow,21,Other,Construction Worker,Marriage,2022-01-31,Active
MIG03055,Bhiwandi,Odisha,Bhubaneswar,28,Female,Agricultural Laborer,Marriage,2025-03-10,Active
MIG03056,Pune,Andhra Pradesh,Vijayawada,56,Female,Agricultural Laborer,Marriage,2021-02-10,Active
MIG03057,Malegaon,Telangana,Hyderabad,58,Female,Construction Worker,Education,2025-08-05,Active
MIG03058,Sindhudurg,Chhattisgarh,Bhilai,18,Other,Small Vendor,Employment,2021-11-27,Active
MIG03059,Bhandara,Uttar Pradesh,Kanpur,35,Female,Driver,Displacement,2023-11-27,Active
MIG03060,Wardha,Gujarat,Vadodara,56,Male,Small Vendor,Education,2021-05-11,Active
MIG03061,Parbhani,Uttar Pradesh,Kanpur,38,Female,Factory Worker,Marriage,2024-06-22,Active
MIG03062,Dhule,Gujarat,Ahmedabad,27,Male,Agricultural Laborer,Employment,2022-12-04,Active
MIG03063,Kolhapur,Karnataka,Hubballi,45,Male,Construction Worker,Displacement,2022-02-15,Active
MIG03064,Sindhudurg,Bihar,Muzaffarpur,41,Female,Domestic Help,Family Move,2025-03-01,Active
MIG03065,Yavatmal,Uttar Pradesh,Varanasi,23,Male,Agricultural Laborer,Family Move,2021-02-22,Active
MIG03066,Hingoli,Bihar,Gaya,50,Other,Agricultural Laborer,Family Move,2024-03-08,Active
MIG03067,Ulhasnagar,Gujarat,Vadodara,32,Male,Domestic Help,Displacement,2025-10-11,Active
MIG03068,Akola,Uttar Pradesh,Lucknow,43,Male,Security Guard,Displacement,2022-06-16,Active
MIG03069,Ratnagiri,Uttar Pradesh,Lucknow,31,Female,Small Vendor,Education,2024-09-20,Active
MIG03070,Malegaon,Madhya Pradesh,Jabalpur,44,Male,Domestic Help,Displacement,2025-07-02,Active
MIG03071,Bhandara,Bihar,Gaya,49,Male,Construction Worker,Marriage,2021-03-28,Active
MIG03072,Gondia,Andhra Pradesh,Visakhapatnam,26,Other,Factory Worker,Employment,2022-01-07,Active
MIG03073,Jalna,Andhra Pradesh,Visakhapatnam,31,Female,Small Vendor,Marriage,2025-09-08,Active
MIG03074,Panvel,Chhattisgarh,Bhilai,40,Male,Small Vendor,Employment,2023-09-03,Active
MIG03075,Nanded,Chhattisgarh,Raipur,48,Female,Agricultural Laborer,Displacement,2022-10-26,Active
MIG03076,Nagpur,Uttar Pradesh,Lucknow,34,Male,Factory Worker,Education,2024-07-05,Active
MIG03077,Palghar,West Bengal,Kolkata,48,Other,Factory Worker,Marriage,2025-02-27,Active
MIG03078,Osmanabad,Rajasthan,Udaipur,19,Female,Construction Worker,Family Move,2023-08-09,Active
MIG03079,Bhusawal,West Bengal,Durgapur,59,Other,Agricultural Laborer,Family Move,2024-04-18,Active
MIG03080,Navi Mumbai,Andhra Pradesh,Vijayawada,58,Other,Domestic Help,Displacement,2025-04-07,Active
MIG03081,Mira-Bhayandar,Uttar Pradesh,Kanpur,51,Other,Construction Worker,Displacement,2021-12-07,Active
MIG03082,Amravati,Rajasthan,Jaipur,35,Male,Security Guard,Family Move,2025-07-28,Active
MIG03083,Palghar,Karnataka,Bengaluru,40,Other,Small Vendor,Displacement,2022-10-17,Active
MIG03084,Satara,Uttar Pradesh,Kanpur,59,Male,Agricultural Laborer,Displacement,2021-11-06,Active
MIG03085,Osmanabad,Telangana,Warangal,59,Male,Factory Worker,Employment,2022-02-05,Active
MIG03086,Thane,Karnataka,Mysuru,30,Male,Construction Worker,Education,2023-09-17,Active
MIG03087,Beed,Bihar,Muzaffarpur,28,Other,Driver,Displacement,2025-03-14,Active
MIG03088,Osmanabad,Chhattisgarh,Bhilai,29,Male,Construction Worker,Displacement,2022-03-02,Active
MIG03089,Panvel,West Bengal,Howrah,23,Female,Security Guard,Employment,2023-11-14,Active
MIG03090,Osmanabad,Madhya Pradesh,Jabalpur,53,Female,Construction Worker,Marriage,2023-05-31,Active
MIG03091,Nashik,Uttar Pradesh,Varanasi,51,Female,Domestic Help,Education,2021-04-28,Active
MIG03092,Nashik,Gujarat,Surat,40,Female,Domestic Help,Displacement,2025-12-13,Active
MIG03093,Jalgaon,Karnataka,Hubballi,42,Other,Factory Worker,Employment,2021-06-19,Active
MIG03094,Ratnagiri,Gujarat,Ahmedabad,52,Male,Domestic Help,Marriage,2022-03-17,Active
MIG03095,Osmanabad,Uttar Pradesh,Kanpur,49,Female,Agricultural Laborer,Displacement,2023-02-28,Active
MIG03096,Yavatmal,Karnataka,Hubballi,30,Female,Domestic Help,Displacement,2022-11-17,Active
MIG03097,Solapur,Rajasthan,Jodhpur,47,Male,Small Vendor,Marriage,2021-04-29,Active
MIG03098,Aurangabad,Odisha,Bhubaneswar,53,Other,Small Vendor,Displacement,2021-01-02,Active
MIG03099,Sindhudurg,Gujarat,Ahmedabad,25,Male,Driver,Displacement,2025-09-24,Active
MIG03100,Ahmednagar,Karnataka,Bengaluru,25,Male,Small Vendor,Marriage,2022-12-29,Active
MIG03101,Ahmednagar,Andhra Pradesh,Visakhapatnam,40,Other,Construction Worker,Displacement,2024-09-02,Active
MIG03102,Nandurbar,Odisha,Cuttack,47,Female,Daily Wage Laborer,Employment,2022-08-20,Active
MIG03103,Ulhasnagar,Gujarat,Surat,26,Other,Factory Worker,Employment,2022-06-14,Active
MIG03104,Beed,Gujarat,Ahmedabad,20,Female,Domestic Help,Displacement,2021-04-13,Active
MIG03105,Parbhani,Odisha,Cuttack,19,Other,Driver,Family Move,2024-11-01,Active
MIG03106,Panvel,Madhya Pradesh,Bhopal,18,Female,Security Guard,Education,2023-10-15,Active
MIG03107,Sindhudurg,Rajasthan,Udaipur,60,Female,Agricultural Laborer,Family Move,2023-04-17,Active
MIG03108,Ulhasnagar,Uttar Pradesh,Kanpur,42,Other,Daily Wage Laborer,Displacement,2023-12-07,Active
MIG03109,Latur,Karnataka,Bengaluru,39,Female,Security Guard,Displacement,2023-03-09,Active
MIG03110,Ratnagiri,Rajasthan,Jaipur,25,Other,Small Vendor,Education,2025-08-03,Active
MIG03111,Hingoli,Chhattisgarh,Raipur,38,Female,Daily Wage Laborer,Family Move,2022-07-09,Active
MIG03112,Yavatmal,Telangana,Warangal,40,Male,Daily Wage Laborer,Education,2024-01-16,Active
MIG03113,Bhandara,Rajasthan,Udaipur,46,Female,Agricultural Laborer,Marriage,2023-12-28,Active
MIG03114,Sangli,Madhya Pradesh,Indore,29,Female,Domestic Help,Marriage,2023-05-24,Active
MIG03115,Wardha,Chhattisgarh,Bhilai,28,Female,Agricultural Laborer,Family Move,2024-06-30,Active
MIG03116,Palghar,Bihar,Patna,50,Other,Small Vendor,Education,2025-07-17,Active
MIG03117,Navi Mumbai,Uttar Pradesh,Lucknow,56,Other,Domestic Help,Family Move,2023-06-12,Active
MIG03118,Amravati,Gujarat,Ahmedabad,18,Female,Agricultural Laborer,Family Move,2023-04-04,Active
MIG03119,Kolhapur,Rajasthan,Udaipur,59,Male,Domestic Help,Displacement,2023-02-26,Active
MIG03120,Osmanabad,Odisha,Bhubaneswar,28,Male,Security Guard,Displacement,2021-03-19,Active
MIG03121,Dhule,Telangana,Warangal,51,Female,Daily Wage Laborer,Education,2021-08-16,Active
MIG03122,Jalgaon,Andhra Pradesh,Visakhapatnam,52,Male,Daily Wage Laborer,Education,2025-04-06,Active
MIG03123,Chandrapur,Uttar Pradesh,Varanasi,52,Other,Domestic Help,Employment,2023-09-19,Active
MIG03124,Sindhudurg,Odisha,Bhubaneswar,20,Other,Driver,Displacement,2025-09-06,Active
MIG03125,Nanded,Andhra Pradesh,Visakhapatnam,54,Female,Small Vendor,Displacement,2024-11-03,Active
MIG03126,Kolhapur,Karnataka,Mysuru,44,Male,Agricultural Laborer,Marriage,2023-07-09,Active
MIG03127,Palghar,Rajasthan,Jodhpur,58,Female,Factory Worker,Employment,2023-03-13,Active
MIG03128,Satara,Gujarat,Ahmedabad,30,Female,Domestic Help,Marriage,2021-09-16,Active
MIG03129,Chandrapur,Chhattisgarh,Raipur,56,Other,Daily Wage Laborer,Education,2025-11-12,Active
MIG03130,Ambarnath,Gujarat,Surat,37,Male,Factory Worker,Displacement,2021-06-21,Active
MIG03131,Jalgaon,Madhya Pradesh,Bhopal,42,Male,Small Vendor,Family Move,2023-08-15,Active
MIG03132,Washim,Andhra Pradesh,Visakhapatnam,46,Other,Domestic Help,Displacement,2024-03-26,Active
MIG03133,Yavatmal,Telangana,Warangal,41,Male,Driver,Employment,2025-03-25,Active
MIG03134,Kalyan-Dombivli,Telangana,Warangal,28,Female,Construction Worker,Family Move,2022-12-23,Active
MIG03135,Wardha,Bihar,Patna,50,Other,Agricultural Laborer,Marriage,2025-11-30,Active
MIG03136,Chandrapur,Gujarat,Vadodara,31,Male,Factory Worker,Marriage,2022-05-12,Active
MIG03137,Nandurbar,Andhra Pradesh,Visakhapatnam,49,Male,Security Guard,Marriage,2025-04-19,Active
MIG03138,Navi Mumbai,Odisha,Bhubaneswar,43,Female,Agricultural Laborer,Education,2025-09-03,Active
MIG03139,Chandrapur,Gujarat,Vadodara,37,Female,Domestic Help,Employment,2023-07-30,Active
MIG03140,Satara,Chhattisgarh,Bhilai,36,Male,Agricultural Laborer,Marriage,2022-09-28,Active
MIG03141,Ambarnath,Telangana,Warangal,33,Female,Domestic Help,Employment,2021-06-04,Active
MIG03142,Dhule,Uttar Pradesh,Lucknow,35,Female,Construction Worker,Displacement,2025-03-17,Active
MIG03143,Aurangabad,Chhattisgarh,Raipur,35,Female,Agricultural Laborer,Displacement,2023-05-12,Active
MIG03144,Latur,Karnataka,Hubballi,35,Other,Security Guard,Employment,2023-12-28,Active
MIG03145,Yavatmal,Chhattisgarh,Bhilai,23,Other,Agricultural Laborer,Employment,2022-05-21,Active
MIG03146,Malegaon,Telangana,Warangal,39,Other,Security Guard,Displacement,2024-02-25,Active
MIG03147,Gondia,Madhya Pradesh,Jabalpur,46,Male,Construction Worker,Employment,2021-12-18,Active
MIG03148,Nashik,Karnataka,Hubballi,44,Male,Domestic Help,Marriage,2024-12-30,Active
MIG03149,Palghar,Odisha,Bhubaneswar,36,Male,Daily Wage Laborer,Education,2021-10-04,Active
MIG03150,Navi Mumbai,West Bengal,Durgapur,53,Other,Domestic Help,Employment,2021-05-26,Active
MIG03151,Solapur,Rajasthan,Jaipur,30,Male,Small Vendor,Employment,2023-01-24,Active
MIG03152,Panvel,Gujarat,Ahmedabad,33,Female,Agricultural Laborer,Marriage,2025-12-07,Active
MIG03153,Bhusawal,Odisha,Cuttack,31,Male,Construction Worker,Family Move,2024-05-21,Active
MIG03154,Beed,Rajasthan,Udaipur,21,Male,Small Vendor,Family Move,2023-05-21,Active
MIG03155,Nagpur,Andhra Pradesh,Visakhapatnam,34,Male,Driver,Displacement,2022-02-21,Active
MIG03156,Hingoli,Madhya Pradesh,Indore,32,Female,Driver,Marriage,2023-03-04,Active
MIG03157,Beed,Telangana,Warangal,48,Other,Daily Wage Laborer,Marriage,2024-05-07,Active
MIG03158,Bhiwandi,West Bengal,Howrah,25,Female,Factory Worker,Family Move,2021-09-17,Active
MIG03159,Panvel,Karnataka,Bengaluru,26,Other,Driver,Education,2021-10-07,Active
MIG03160,Kalyan-Dombivli,Karnataka,Mysuru,24,Other,Security Guard,Education,2022-08-25,Active
MIG03161,Ratnagiri,Uttar Pradesh,Kanpur,38,Other,Agricultural Laborer,Family Move,2022-07-13,Active
MIG03162,Ambarnath,Bihar,Muzaffarpur,59,Other,Factory Worker,Employment,2025-12-31,Active
MIG03163,Bhandara,Rajasthan,Jaipur,47,Male,Security Guard,Employment,2022-06-16,Active
MIG03164,Bhandara,Bihar,Patna,21,Male,Daily Wage Laborer,Marriage,2024-09-13,Active
MIG03165,Nashik,Madhya Pradesh,Bhopal,37,Male,Factory Worker,Education,2022-06-14,Active
MIG03166,Malegaon,Madhya Pradesh,Indore,31,Male,Small Vendor,Family Move,2021-01-19,Active
MIG03167,Akola,Madhya Pradesh,Jabalpur,49,Male,Construction Worker,Displacement,2021-04-17,Active
MIG03168,Chandrapur,Odisha,Cuttack,30,Female,Factory Worker,Marriage,2021-04-02,Active
MIG03169,Hingoli,Telangana,Warangal,19,Other,Small Vendor,Displacement,2021-05-16,Active
MIG03170,Wardha,West Bengal,Durgapur,47,Female,Small Vendor,Education,2022-07-20,Active
MIG03171,Kolhapur,Odisha,Bhubaneswar,36,Other,Construction Worker,Family Move,2023-03-15,Active
MIG03172,Kalyan-Dombivli,West Bengal,Howrah,47,Male,Daily Wage Laborer,Marriage,2022-08-08,Active
MIG03173,Washim,Karnataka,Hubballi,44,Male,Domestic Help,Displacement,2021-10-15,Active
MIG03174,Gondia,Chhattisgarh,Raipur,49,Other,Agricultural Laborer,Family Move,2021-12-11,Active
MIG03175,Osmanabad,Andhra Pradesh,Vijayawada,53,Male,Daily Wage Laborer,Employment,2022-04-18,Active
MIG03176,Beed,Telangana,Warangal,32,Male,Construction Worker,Family Move,2024-08-10,Active
MIG03177,Ahmednagar,Chhattisgarh,Bhilai,31,Male,Factory Worker,Displacement,2024-03-25,Active
MIG03178,Mumbai,Uttar Pradesh,Lucknow,18,Other,Small Vendor,Displacement,2025-08-30,Active
MIG03179,Ambarnath,Madhya Pradesh,Bhopal,23,Male,Domestic Help,Marriage,2021-05-19,Active
MIG03180,Navi Mumbai,Telangana,Hyderabad,51,Other,Driver,Displacement,2022-02-11,Active
MIG03181,Ambarnath,Andhra Pradesh,Vijayawada,28,Male,Factory Worker,Education,2022-12-28,Active
MIG03182,Panvel,Gujarat,Surat,30,Other,Small Vendor,Education,2022-01-21,Active
MIG03183,Ichalkaranji,Madhya Pradesh,Indore,27,Male,Small Vendor,Employment,2021-07-29,Active
MIG03184,Yavatmal,Gujarat,Ahmedabad,44,Other,Agricultural Laborer,Education,2025-10-10,Active
MIG03185,Aurangabad,Telangana,Hyderabad,49,Other,Small Vendor,Marriage,2024-04-30,Active
MIG03186,Washim,Bihar,Muzaffarpur,52,Other,Construction Worker,Employment,2021-11-09,Active
MIG03187,Chandrapur,Gujarat,Surat,27,Female,Agricultural Laborer,Employment,2025-06-17,Active
MIG03188,Mira-Bhayandar,West Bengal,Kolkata,41,Female,Small Vendor,Education,2021-06-10,Active
MIG03189,Pune,Bihar,Muzaffarpur,37,Female,Security Guard,Employment,2022-12-16,Active
MIG03190,Bhusawal,West Bengal,Durgapur,42,Male,Factory Worker,Education,2024-03-01,Active
MIG03191,Ichalkaranji,Andhra Pradesh,Visakhapatnam,55,Male,Driver,Family Move,2025-05-22,Active
MIG03192,Yavatmal,Andhra Pradesh,Vijayawada,25,Male,Agricultural Laborer,Marriage,2021-07-24,Active
MIG03193,Nandurbar,Odisha,Cuttack,42,Male,Construction Worker,Education,2025-08-20,Active
MIG03194,Yavatmal,Odisha,Cuttack,41,Other,Driver,Employment,2023-08-05,Active
MIG03195,Ichalkaranji,Uttar Pradesh,Lucknow,57,Female,Daily Wage Laborer,Employment,2025-02-13,Active
MIG03196,Ratnagiri,Bihar,Muzaffarpur,51,Other,Agricultural Laborer,Marriage,2021-09-25,Active
MIG03197,Nandurbar,West Bengal,Kolkata,48,Male,Factory Worker,Employment,2021-08-06,Active
MIG03198,Parbhani,West Bengal,Kolkata,45,Male,Construction Worker,Displacement,2024-11-13,Active
MIG03199,Ambarnath,Chhattisgarh,Bhilai,51,Male,Security Guard,Employment,2025-05-28,Active
MIG03200,Aurangabad,Telangana,Hyderabad,34,Male,Small Vendor,Displacement,2022-06-26,Active
MIG03201,Nandurbar,Rajasthan,Jaipur,54,Female,Domestic Help,Employment,2021-04-15,Active
MIG03202,Mira-Bhayandar,Karnataka,Hubballi,35,Other,Construction Worker,Education,2022-03-19,Active
MIG03203,Satara,Madhya Pradesh,Bhopal,60,Male,Agricultural Laborer,Marriage,2023-09-22,Active
MIG03204,Palghar,Uttar Pradesh,Lucknow,46,Other,Driver,Education,2024-06-18,Active
MIG03205,Wardha,West Bengal,Durgapur,58,Female,Factory Worker,Displacement,2023-03-09,Active
MIG03206,Kolhapur,Gujarat,Surat,43,Female,Construction Worker,Education,2024-10-08,Active
